ind,type,start,bl1,bs1,dir1,dist1,bl2,bs2,dir2,dist2,walk
71373,2,459,L22,180,2,6582,L3,32,2,2076,2076
71373,2,459,L22,180,2,6582,L6,32,2,2730,2076
71373,2,459,L43,18,1,1034,L10,32,2,2076,1681
71373,2,459,L43,18,1,1034,L12,32,1,3239,1766
71373,2,459,L43,18,1,1034,L15,32,2,2637,1766
71373,2,459,L43,18,1,1034,L17,32,2,2132,1973
71373,2,459,L43,18,1,1034,L4,32,2,2840,2015
71373,2,459,L43,65,2,6677,L1,32,2,2722,2071
71373,2,459,L43,463,2,2013,L10,32,2,7961,3328
71373,2,459,L43,65,2,6677,L16,32,2,3431,2071
71373,2,459,L43,65,2,6677,L3,32,2,3431,2071
71373,2,459,L43,463,2,2013,L66,32,2,7395,1999
71373,2,459,L43,464,2,2231,L14,32,2,6511,2051
71373,2,459,L43,64,2,5752,L6,32,2,4085,2590
71373,2,459,L43,18,2,6677,L6,32,2,2730,1681
71373,2,459,L22,180,1,847,L15,215,2,2637,967
71373,2,459,L43,18,1,1034,L15,215,2,2637,1054
71404,1,51,L10,1,2,11252,NONE,-1,-1,-1,985
71404,1,51,L10,32,2,11252,NONE,-1,-1,-1,1188
71404,1,51,L6,32,2,10427,NONE,-1,-1,-1,1188
71404,1,767,L5,1,2,10372,NONE,-1,-1,-1,654
71404,1,767,L5,32,2,10372,NONE,-1,-1,-1,857
71404,2,51,L13,18,1,10541,L1,1,1,0,985
71404,2,51,L13,65,1,9704,L1,1,2,2722,1590
71404,2,51,L13,57,1,4548,L66,1,2,6796,2270
71404,2,51,L13,58,1,5258,L14,1,2,6511,1670
71404,2,51,L13,64,1,8779,L16,1,2,3431,2109
71404,2,51,L13,64,1,8779,L3,1,2,3431,2109
71404,2,51,L13,18,1,10541,L16,1,2,2076,1200
71404,2,51,L13,18,1,10541,L3,1,2,2076,1200
71404,2,51,L13,18,1,10541,L4,1,2,2076,1200
71404,2,51,L13,19,1,10741,L4,1,2,3129,1611
71404,2,51,L9,18,1,9207,L1,1,1,0,985
71404,2,51,L9,65,1,8605,L1,1,2,2722,1590
71404,2,51,L9,65,1,8605,L16,1,2,3431,1590
71404,2,51,L9,1691,1,13475,L2,1,2,3893,1618
71404,2,51,L9,1692,1,14158,L2,1,2,3070,1525
71404,2,51,L9,1656,1,2945,L3,1,2,7288,1843
71404,2,51,L9,65,1,8605,L3,1,2,3431,1590
71404,2,51,L9,1331,1,11822,L4,1,2,5657,1539
71404,2,51,L9,1329,1,11092,L4,1,2,4389,1042
71404,2,51,L9,313,1,10273,L4,1,2,3713,1342
71404,2,51,L9,311,1,9605,L4,1,2,2840,1354
71404,2,51,L9,58,1,4159,L14,1,2,6511,1670
71404,2,51,L13,18,1,10541,L1,32,1,0,1188
71404,2,51,L13,65,1,9704,L1,32,2,2722,1793
71404,2,51,L13,152,1,18739,L12,32,1,10923,1725
71404,2,51,L13,171,1,18438,L12,32,1,10130,1801
71404,2,51,L13,169,1,17415,L12,32,1,9374,1511
71404,2,51,L13,145,1,16860,L12,32,1,8308,1331
71404,2,51,L13,144,1,16440,L12,32,1,7331,1878
71404,2,51,L13,139,1,13018,L12,32,1,6173,1459
71404,2,51,L13,138,1,12536,L12,32,1,5462,1188
71404,2,51,L13,21,1,11738,L12,32,1,4476,2390
71404,2,51,L13,19,1,10741,L12,32,1,3652,1385
71404,2,51,L13,18,1,10541,L12,32,1,2724,1403
71404,2,51,L13,57,1,4548,L66,32,2,6796,2473
71404,2,51,L13,58,1,5258,L14,32,2,6511,1873
71404,2,51,L13,64,1,8779,L16,32,2,3431,2312
71404,2,51,L13,64,1,8779,L3,32,2,3431,2312
71404,2,51,L13,18,1,10541,L15,32,2,2122,1403
71404,2,51,L13,18,1,10541,L11,32,2,2724,1403
71404,2,51,L13,18,1,10541,L16,32,2,2076,1403
71404,2,51,L13,18,1,10541,L17,32,2,1410,1403
71404,2,51,L13,18,1,10541,L3,32,2,2076,1403
71404,2,51,L13,18,1,10541,L4,32,2,2076,1403
71404,2,51,L13,19,1,10741,L15,32,2,5405,1550
71404,2,51,L13,19,1,10741,L4,32,2,3129,1814
71404,2,51,L13,21,1,11738,L15,32,2,4914,2390
71404,2,51,L13,138,1,12536,L15,32,2,4395,1655
71404,2,51,L13,167,1,15871,L12,32,1,8002,2094
71404,2,51,L9,18,1,9207,L1,32,1,0,1188
71404,2,51,L9,65,1,8605,L1,32,2,2722,1793
71404,2,51,L9,311,1,9605,L12,32,1,3652,1893
71404,2,51,L9,18,1,9207,L12,32,1,2724,1403
71404,2,51,L9,311,1,9605,L15,32,2,5738,1893
71404,2,51,L9,18,1,9207,L15,32,2,2637,1488
71404,2,51,L9,65,1,8605,L16,32,2,3431,1793
71404,2,51,L9,1691,1,13475,L17,32,2,3768,1815
71404,2,51,L9,311,1,9605,L17,32,2,2488,1831
71404,2,51,L9,18,1,9207,L17,32,2,1410,1403
71404,2,51,L9,1691,1,13475,L2,32,2,3893,1821
71404,2,51,L9,1692,1,14158,L2,32,2,3070,1728
71404,2,51,L9,1656,1,2945,L3,32,2,7288,2046
71404,2,51,L9,65,1,8605,L3,32,2,3431,1793
71404,2,51,L9,1331,1,11822,L4,32,2,5657,1742
71404,2,51,L9,1329,1,11092,L4,32,2,4389,1245
71404,2,51,L9,313,1,10273,L4,32,2,3713,1545
71404,2,51,L9,311,1,9605,L4,32,2,2840,1557
71404,2,51,L9,58,1,4159,L14,32,2,6511,1873
71404,2,51,L9,18,1,9207,L11,32,2,2724,1403
71404,2,51,L13,18,1,10541,L15,215,2,2122,1154
71404,2,51,L13,19,1,10741,L15,215,2,5405,1301
71404,2,51,L13,21,1,11738,L15,215,2,4914,2141
71404,2,51,L13,138,1,12536,L15,215,2,4395,1406
71404,2,51,L9,311,1,9605,L15,215,2,5738,1644
71404,2,51,L9,18,1,9207,L15,215,2,2637,1239
71404,2,51,L9,1700,1,19600,L20,376,1,5458,1140
71404,2,187,L27,742,1,1156,L3,1,2,20489,1323
71404,2,187,L27,746,1,4058,L3,1,2,23821,1824
71404,2,187,L27,742,1,1156,L3,32,2,20489,1526
71404,2,187,L27,746,1,4058,L3,32,2,23821,2027
71404,2,767,L27,180,1,847,L4,1,2,2076,1264
71404,2,767,L27,65,2,8187,L1,1,2,2722,1259
71404,2,767,L27,65,2,8187,L16,1,2,3431,1259
71404,2,767,L27,463,2,3618,L66,1,2,7395,1187
71404,2,767,L27,464,2,3836,L14,1,2,6511,1239
71404,2,767,L27,64,2,7357,L3,1,2,3431,1778
71404,2,767,L27,180,2,8187,L3,1,2,2076,1264
71404,2,767,L27,180,1,847,L12,32,1,3239,1070
71404,2,767,L27,180,1,847,L15,32,2,2637,1070
71404,2,767,L27,180,1,847,L17,32,2,2132,1352
71404,2,767,L27,180,1,847,L4,32,2,2076,1467
71404,2,767,L27,65,2,8187,L1,32,2,2722,1462
71404,2,767,L27,65,2,8187,L16,32,2,3431,1462
71404,2,767,L27,463,2,3618,L66,32,2,7395,1390
71404,2,767,L27,464,2,3836,L14,32,2,6511,1442
71404,2,767,L27,64,2,7357,L3,32,2,3431,1981
71404,2,767,L27,180,2,8187,L3,32,2,2076,1467
71404,2,767,L27,180,1,847,L15,215,2,2637,821
71472,1,156,L5,1,2,9536,NONE,-1,-1,-1,275
71472,1,156,L5,32,2,9536,NONE,-1,-1,-1,942
71472,2,154,L13,18,1,9751,L1,1,1,0,376
71472,2,154,L13,65,1,8914,L1,1,2,2722,981
71472,2,154,L13,57,1,3758,L66,1,2,6796,1661
71472,2,154,L13,58,1,4468,L14,1,2,6511,1061
71472,2,154,L13,64,1,7989,L16,1,2,3431,1500
71472,2,154,L13,64,1,7989,L3,1,2,3431,1500
71472,2,154,L13,18,1,9751,L16,1,2,2076,591
71472,2,154,L13,18,1,9751,L3,1,2,2076,591
71472,2,154,L13,18,1,9751,L4,1,2,2076,591
71472,2,154,L13,19,1,9951,L4,1,2,3129,1002
71472,2,154,L13,18,1,9751,L1,32,1,0,1043
71472,2,154,L13,65,1,8914,L1,32,2,2722,1648
71472,2,154,L13,152,1,17949,L12,32,1,10923,1580
71472,2,154,L13,171,1,17648,L12,32,1,10130,1656
71472,2,154,L13,169,1,16625,L12,32,1,9374,1366
71472,2,154,L13,145,1,16070,L12,32,1,8308,1186
71472,2,154,L13,144,1,15650,L12,32,1,7331,1733
71472,2,154,L13,139,1,12228,L12,32,1,6173,1314
71472,2,154,L13,138,1,11746,L12,32,1,5462,1043
71472,2,154,L13,21,1,10948,L12,32,1,4476,2245
71472,2,154,L13,19,1,9951,L12,32,1,3652,1240
71472,2,154,L13,18,1,9751,L12,32,1,2724,1258
71472,2,154,L13,57,1,3758,L66,32,2,6796,2328
71472,2,154,L13,58,1,4468,L14,32,2,6511,1728
71472,2,154,L13,64,1,7989,L16,32,2,3431,2167
71472,2,154,L13,64,1,7989,L3,32,2,3431,2167
71472,2,154,L13,64,1,7989,L6,32,2,4085,2167
71472,2,154,L13,18,1,9751,L15,32,2,2122,1258
71472,2,154,L13,18,1,9751,L11,32,2,2724,1258
71472,2,154,L13,18,1,9751,L16,32,2,2076,1258
71472,2,154,L13,18,1,9751,L17,32,2,1410,1258
71472,2,154,L13,18,1,9751,L3,32,2,2076,1258
71472,2,154,L13,18,1,9751,L4,32,2,2076,1258
71472,2,154,L13,18,1,9751,L6,32,2,2730,1258
71472,2,154,L13,19,1,9951,L15,32,2,5405,1405
71472,2,154,L13,19,1,9951,L4,32,2,3129,1669
71472,2,154,L13,21,1,10948,L15,32,2,4914,2245
71472,2,154,L13,138,1,11746,L15,32,2,4395,1510
71472,2,154,L13,167,1,15081,L12,32,1,8002,1949
71472,2,154,L13,18,1,9751,L15,215,2,2122,546
71472,2,154,L13,19,1,9951,L15,215,2,5405,693
71472,2,154,L13,21,1,10948,L15,215,2,4914,1533
71472,2,154,L13,138,1,11746,L15,215,2,4395,798
71472,2,156,L27,180,1,847,L10,1,2,2076,885
71472,2,156,L27,180,1,847,L4,1,2,2076,885
71472,2,156,L27,65,2,7351,L1,1,2,2722,880
71472,2,156,L27,463,2,2782,L10,1,2,7961,2137
71472,2,156,L27,65,2,7351,L16,1,2,3431,880
71472,2,156,L27,463,2,2782,L66,1,2,7395,808
71472,2,156,L27,464,2,3000,L14,1,2,6511,860
71472,2,156,L27,64,2,6521,L3,1,2,3431,1399
71472,2,156,L27,180,2,7351,L3,1,2,2076,885
71472,2,156,L27,180,1,847,L10,32,2,2076,1552
71472,2,156,L27,180,1,847,L12,32,1,3239,1155
71472,2,156,L27,180,1,847,L15,32,2,2637,1155
71472,2,156,L27,180,1,847,L17,32,2,2132,1437
71472,2,156,L27,180,1,847,L4,32,2,2076,1552
71472,2,156,L27,65,2,7351,L1,32,2,2722,1547
71472,2,156,L27,463,2,2782,L10,32,2,7961,2804
71472,2,156,L27,65,2,7351,L16,32,2,3431,1547
71472,2,156,L27,463,2,2782,L66,32,2,7395,1475
71472,2,156,L27,464,2,3000,L14,32,2,6511,1527
71472,2,156,L27,64,2,6521,L3,32,2,3431,2066
71472,2,156,L27,64,2,6521,L6,32,2,4085,2066
71472,2,156,L27,180,2,7351,L3,32,2,2076,1552
71472,2,156,L27,180,2,7351,L6,32,2,2730,1552
71472,2,156,L27,180,1,847,L15,215,2,2637,443
71472,2,183,L13,48,2,2026,L10,1,2,11252,774
71472,2,183,L13,187,2,1194,L10,1,2,10796,878
71472,2,183,L27,741,1,1776,L10,1,2,11252,1158
71472,2,183,L27,187,1,1136,L10,1,2,10053,1017
71472,2,183,L27,742,1,2050,L3,1,2,20489,1070
71472,2,183,L27,746,1,4952,L3,1,2,23821,1571
71472,2,183,L13,48,2,2026,L10,32,2,11252,1441
71472,2,183,L13,187,2,1194,L10,32,2,10796,1545
71472,2,183,L13,187,2,1194,L6,32,2,9971,1545
71472,2,183,L13,48,2,2026,L6,32,2,10427,1441
71472,2,183,L27,741,1,1776,L10,32,2,11252,1825
71472,2,183,L27,187,1,1136,L10,32,2,10053,1684
71472,2,183,L27,187,1,1136,L6,32,2,9971,1545
71472,2,183,L27,742,1,2050,L3,32,2,20489,1737
71472,2,183,L27,746,1,4952,L3,32,2,23821,2238
71495,1,156,L5,1,2,9536,NONE,-1,-1,-1,914
71495,2,156,L13,18,1,9168,L1,1,1,0,914
71495,2,156,L13,65,1,8331,L1,1,2,2722,1519
71495,2,156,L13,57,1,3175,L66,1,2,6796,2199
71495,2,156,L13,58,1,3885,L14,1,2,6511,1599
71495,2,156,L13,64,1,7406,L16,1,2,3431,2038
71495,2,156,L13,64,1,7406,L3,1,2,3431,2038
71495,2,156,L13,18,1,9168,L16,1,2,2076,1129
71495,2,156,L13,18,1,9168,L3,1,2,2076,1129
71495,2,156,L13,18,1,9168,L4,1,2,2076,1129
71495,2,156,L13,19,1,9368,L4,1,2,3129,1540
71495,2,156,L27,180,1,847,L10,1,2,2076,1524
71495,2,156,L27,180,1,847,L4,1,2,2076,1524
71495,2,156,L27,65,2,7351,L1,1,2,2722,1519
71495,2,156,L27,463,2,2782,L10,1,2,7961,2776
71495,2,156,L27,65,2,7351,L16,1,2,3431,1519
71495,2,156,L27,463,2,2782,L66,1,2,7395,1447
71495,2,156,L27,464,2,3000,L14,1,2,6511,1499
71495,2,156,L27,64,2,6521,L3,1,2,3431,2038
71495,2,156,L27,180,2,7351,L3,1,2,2076,1524
71495,2,156,L13,18,1,9168,L15,215,2,2122,1083
71495,2,156,L13,19,1,9368,L15,215,2,5405,1230
71495,2,156,L13,21,1,10365,L15,215,2,4914,2070
71495,2,156,L13,138,1,11163,L15,215,2,4395,1335
71495,2,156,L27,180,1,847,L15,215,2,2637,1081
71495,2,181,L13,48,2,2659,L10,1,2,11252,1446
71495,2,181,L13,187,2,1827,L10,1,2,10796,1550
71495,2,183,L27,741,1,1776,L10,1,2,11252,1196
71495,2,183,L27,187,1,1136,L10,1,2,10053,1055
71495,2,183,L27,742,1,2050,L3,1,2,20489,1108
71495,2,183,L27,746,1,4952,L3,1,2,23821,1609
71495,2,459,L22,180,1,847,L10,1,2,2076,1678
71495,2,459,L22,180,1,847,L4,1,2,2076,1678
71495,2,459,L22,65,2,6582,L1,1,2,2722,1673
71495,2,459,L22,463,2,2013,L10,1,2,7961,2930
71495,2,459,L22,65,2,6582,L16,1,2,3431,1673
71495,2,459,L22,463,2,2013,L66,1,2,7395,1601
71495,2,459,L22,464,2,2231,L14,1,2,6511,1653
71495,2,459,L22,64,2,5752,L3,1,2,3431,2192
71495,2,459,L22,180,2,6582,L3,1,2,2076,1678
71495,2,459,L43,18,1,1034,L10,1,2,2076,1283
71495,2,459,L43,18,1,1034,L4,1,2,2840,1617
71495,2,459,L43,65,2,6677,L1,1,2,2722,1673
71495,2,459,L43,463,2,2013,L10,1,2,7961,2930
71495,2,459,L43,65,2,6677,L16,1,2,3431,1673
71495,2,459,L43,65,2,6677,L3,1,2,3431,1673
71495,2,459,L43,463,2,2013,L66,1,2,7395,1601
71495,2,459,L43,464,2,2231,L14,1,2,6511,1653
71495,2,459,L22,180,1,847,L15,215,2,2637,1235
71495,2,459,L43,18,1,1034,L15,215,2,2637,1322
71986,1,156,L5,1,2,9536,NONE,-1,-1,-1,928
71986,2,156,L13,18,1,9168,L1,1,1,0,928
71986,2,156,L13,65,1,8331,L1,1,2,2722,1533
71986,2,156,L13,57,1,3175,L66,1,2,6796,2213
71986,2,156,L13,58,1,3885,L14,1,2,6511,1613
71986,2,156,L13,64,1,7406,L16,1,2,3431,2052
71986,2,156,L13,64,1,7406,L3,1,2,3431,2052
71986,2,156,L13,18,1,9168,L16,1,2,2076,1143
71986,2,156,L13,18,1,9168,L3,1,2,2076,1143
71986,2,156,L13,18,1,9168,L4,1,2,2076,1143
71986,2,156,L13,19,1,9368,L4,1,2,3129,1554
71986,2,156,L27,180,1,847,L10,1,2,2076,1538
71986,2,156,L27,180,1,847,L4,1,2,2076,1538
71986,2,156,L27,65,2,7351,L1,1,2,2722,1533
71986,2,156,L27,463,2,2782,L10,1,2,7961,2790
71986,2,156,L27,65,2,7351,L16,1,2,3431,1533
71986,2,156,L27,463,2,2782,L66,1,2,7395,1461
71986,2,156,L27,464,2,3000,L14,1,2,6511,1513
71986,2,156,L27,64,2,6521,L3,1,2,3431,2052
71986,2,156,L27,180,2,7351,L3,1,2,2076,1538
71986,2,156,L13,18,1,9168,L15,215,2,2122,1097
71986,2,156,L13,19,1,9368,L15,215,2,5405,1244
71986,2,156,L13,21,1,10365,L15,215,2,4914,2084
71986,2,156,L13,138,1,11163,L15,215,2,4395,1349
71986,2,156,L27,180,1,847,L15,215,2,2637,1095
71986,2,181,L13,48,2,2659,L10,1,2,11252,1460
71986,2,181,L13,187,2,1827,L10,1,2,10796,1564
71986,2,183,L27,741,1,1776,L10,1,2,11252,1210
71986,2,183,L27,187,1,1136,L10,1,2,10053,1069
71986,2,183,L27,742,1,2050,L3,1,2,20489,1122
71986,2,183,L27,746,1,4952,L3,1,2,23821,1623
71986,2,459,L22,180,1,847,L10,1,2,2076,1692
71986,2,459,L22,180,1,847,L4,1,2,2076,1692
71986,2,459,L22,65,2,6582,L1,1,2,2722,1687
71986,2,459,L22,463,2,2013,L10,1,2,7961,2944
71986,2,459,L22,65,2,6582,L16,1,2,3431,1687
71986,2,459,L22,463,2,2013,L66,1,2,7395,1615
71986,2,459,L22,464,2,2231,L14,1,2,6511,1667
71986,2,459,L22,64,2,5752,L3,1,2,3431,2206
71986,2,459,L22,180,2,6582,L3,1,2,2076,1692
71986,2,459,L43,18,1,1034,L10,1,2,2076,1297
71986,2,459,L43,18,1,1034,L4,1,2,2840,1631
71986,2,459,L43,65,2,6677,L1,1,2,2722,1687
71986,2,459,L43,463,2,2013,L10,1,2,7961,2944
71986,2,459,L43,65,2,6677,L16,1,2,3431,1687
71986,2,459,L43,65,2,6677,L3,1,2,3431,1687
71986,2,459,L43,463,2,2013,L66,1,2,7395,1615
71986,2,459,L43,464,2,2231,L14,1,2,6511,1667
71986,2,459,L22,180,1,847,L15,215,2,2637,1249
71986,2,459,L43,18,1,1034,L15,215,2,2637,1336
72136,1,1652,L9,1694,1,13843,NONE,-1,-1,-1,515
72136,1,1652,L9,1695,1,14895,NONE,-1,-1,-1,905
72136,2,1652,L6,385,2,12929,L7,1677,1,3912,574
72136,2,1652,L6,387,2,13665,L7,1677,1,4470,0
72136,2,1652,L6,363,2,16311,L7,1677,1,1329,132
72136,2,1652,L6,385,2,12929,L7,1678,1,4217,1036
72136,2,1652,L6,387,2,13665,L7,1678,1,4775,462
72136,2,1652,L6,363,2,16311,L7,1678,1,1634,594
72145,1,51,L10,1,2,11252,NONE,-1,-1,-1,1084
72145,1,767,L5,1,2,10372,NONE,-1,-1,-1,753
72145,2,51,L13,18,1,10541,L1,1,1,0,1084
72145,2,51,L13,65,1,9704,L1,1,2,2722,1689
72145,2,51,L13,57,1,4548,L66,1,2,6796,2369
72145,2,51,L13,58,1,5258,L14,1,2,6511,1769
72145,2,51,L13,64,1,8779,L16,1,2,3431,2208
72145,2,51,L13,64,1,8779,L3,1,2,3431,2208
72145,2,51,L13,18,1,10541,L16,1,2,2076,1299
72145,2,51,L13,18,1,10541,L3,1,2,2076,1299
72145,2,51,L13,18,1,10541,L4,1,2,2076,1299
72145,2,51,L13,19,1,10741,L4,1,2,3129,1710
72145,2,51,L6,29,2,7697,L14,1,2,3533,2208
72145,2,51,L6,988,2,6142,L16,1,2,4437,1564
72145,2,51,L6,32,2,10427,L2,1,2,1311,1729
72145,2,51,L6,1656,2,2904,L3,1,2,7288,1942
72145,2,51,L6,66,2,8548,L1,1,2,8161,1299
72145,2,51,L6,29,2,7697,L66,1,2,3533,2208
72145,2,51,L9,18,1,9207,L1,1,1,0,1084
72145,2,51,L9,65,1,8605,L1,1,2,2722,1689
72145,2,51,L9,65,1,8605,L16,1,2,3431,1689
72145,2,51,L9,1691,1,13475,L2,1,2,3893,1717
72145,2,51,L9,1692,1,14158,L2,1,2,3070,1624
72145,2,51,L9,1656,1,2945,L3,1,2,7288,1942
72145,2,51,L9,65,1,8605,L3,1,2,3431,1689
72145,2,51,L9,1331,1,11822,L4,1,2,5657,1638
72145,2,51,L9,1329,1,11092,L4,1,2,4389,1141
72145,2,51,L9,313,1,10273,L4,1,2,3713,1441
72145,2,51,L9,311,1,9605,L4,1,2,2840,1453
72145,2,51,L9,58,1,4159,L14,1,2,6511,1769
72145,2,51,L13,18,1,10541,L15,215,2,2122,1253
72145,2,51,L13,19,1,10741,L15,215,2,5405,1400
72145,2,51,L13,21,1,11738,L15,215,2,4914,2240
72145,2,51,L13,138,1,12536,L15,215,2,4395,1505
72145,2,51,L9,311,1,9605,L15,215,2,5738,1743
72145,2,51,L9,18,1,9207,L15,215,2,2637,1338
72145,2,51,L9,1700,1,19600,L6,376,1,5413,1041
72145,2,51,L6,391,2,17351,L20,376,1,7844,752
72145,2,51,L6,389,2,16108,L20,376,1,6651,548
72145,2,51,L6,387,2,14705,L20,376,1,5458,456
72145,2,51,L6,385,2,13969,L20,376,1,4779,456
72145,2,51,L6,383,2,12186,L20,376,1,2461,496
72145,2,51,L6,381,2,10863,L20,376,1,1458,456
72145,2,51,L9,1700,1,19600,L20,376,1,5458,1041
72145,2,51,L6,381,2,10863,L24,506,2,558,652
72145,2,51,L6,384,2,13748,L25,506,2,2406,630
72145,2,51,L6,382,2,11471,L25,506,2,1027,590
72145,2,51,L6,381,2,10863,L33,506,2,558,652
72145,2,51,L6,381,2,10863,L35,506,2,558,652
72145,2,51,L6,381,2,10863,L45,506,2,558,652
72145,2,51,L6,382,2,11471,251,506,2,1027,590
72145,2,51,L6,384,2,13748,251,506,2,2406,630
72145,2,187,L27,742,1,1156,L3,1,2,20489,1422
72145,2,187,L27,746,1,4058,L3,1,2,23821,1923
72145,2,767,L27,180,1,847,L4,1,2,2076,1363
72145,2,767,L27,65,2,8187,L1,1,2,2722,1358
72145,2,767,L27,65,2,8187,L16,1,2,3431,1358
72145,2,767,L27,463,2,3618,L66,1,2,7395,1286
72145,2,767,L27,464,2,3836,L14,1,2,6511,1338
72145,2,767,L27,64,2,7357,L3,1,2,3431,1877
72145,2,767,L27,180,2,8187,L3,1,2,2076,1363
72145,2,767,L27,180,1,847,L15,215,2,2637,920
72207,1,1652,L9,1693,1,13454,NONE,-1,-1,-1,1477
72207,1,1652,L9,1694,1,13843,NONE,-1,-1,-1,1141
72207,1,1652,L9,1695,1,14895,NONE,-1,-1,-1,1530
72207,2,53,L10,32,2,10053,L2,347,1,3154,1140
72207,2,54,L13,161,1,10265,L7,1693,2,7196,2251
72207,2,54,L13,162,1,10672,L7,1693,2,5715,2381
72207,2,54,L13,164,1,11140,L7,1693,2,5715,1760
72207,2,54,L13,166,1,12471,L7,1693,2,7196,3025
72207,2,54,L13,168,1,12956,L7,1693,2,7597,2439
72207,2,54,L13,145,1,13765,L7,1693,2,8052,1833
72207,2,54,L13,169,1,14320,L7,1693,2,8787,1739
72207,2,54,L13,171,1,15343,L7,1693,2,9758,1937
72207,2,54,L13,161,1,10265,L7,1694,2,7585,1915
72207,2,54,L13,162,1,10672,L7,1694,2,6104,2045
72207,2,54,L13,164,1,11140,L7,1694,2,6104,1424
72207,2,54,L13,166,1,12471,L7,1694,2,7585,2689
72207,2,54,L13,168,1,12956,L7,1694,2,7986,2103
72207,2,54,L13,145,1,13765,L7,1694,2,8441,1497
72207,2,54,L13,169,1,14320,L7,1694,2,9176,1403
72207,2,54,L13,171,1,15343,L7,1694,2,10147,1601
72207,2,54,L13,161,1,10265,L7,1695,2,8637,2304
72207,2,54,L13,162,1,10672,L7,1695,2,7156,2434
72207,2,54,L13,164,1,11140,L7,1695,2,7156,1813
72207,2,54,L13,166,1,12471,L7,1695,2,8637,3078
72207,2,54,L13,168,1,12956,L7,1695,2,9038,2492
72207,2,54,L13,145,1,13765,L7,1695,2,9493,1886
72207,2,54,L13,169,1,14320,L7,1695,2,10228,1792
72207,2,54,L13,171,1,15343,L7,1695,2,11199,1990
72207,2,767,L5,32,2,10372,L2,347,1,3154,1824
72207,2,1652,L6,32,2,9387,L2,347,1,3386,2048
72207,2,1652,L6,385,2,12929,L7,1677,1,3912,2230
72207,2,1652,L6,387,2,13665,L7,1677,1,4470,1656
72207,2,1652,L6,363,2,16311,L7,1677,1,1329,1788
72207,2,1652,L6,385,2,12929,L7,1678,1,4217,1793
72207,2,1652,L6,387,2,13665,L7,1678,1,4775,1219
72207,2,1652,L6,363,2,16311,L7,1678,1,1634,1351
72207,2,1652,L6,385,2,12929,L7,1679,1,4944,2092
72207,2,1652,L6,387,2,13665,L7,1679,1,5502,1518
72207,2,1652,L6,363,2,16311,L7,1679,1,2361,1650
72349,2,45,L10,47,1,3189,L9,1694,1,14883,1891
72349,2,45,L13,187,2,2903,L9,1694,1,14427,1893
72349,2,45,L13,48,2,3735,L9,1694,1,14883,1789
72349,2,45,L10,47,1,3189,L9,1695,1,15935,2281
72349,2,45,L13,187,2,2903,L9,1695,1,15479,2283
72349,2,45,L13,48,2,3735,L9,1695,1,15935,2179
72349,2,54,L13,161,1,10265,L7,1694,2,7585,1878
72349,2,54,L13,162,1,10672,L7,1694,2,6104,2008
72349,2,54,L13,164,1,11140,L7,1694,2,6104,1387
72349,2,54,L13,166,1,12471,L7,1694,2,7585,2652
72349,2,54,L13,168,1,12956,L7,1694,2,7986,2066
72349,2,54,L13,145,1,13765,L7,1694,2,8441,1460
72349,2,54,L13,169,1,14320,L7,1694,2,9176,1366
72349,2,54,L13,171,1,15343,L7,1694,2,10147,1564
72349,2,54,L13,161,1,10265,L7,1695,2,8637,2268
72349,2,54,L13,162,1,10672,L7,1695,2,7156,2398
72349,2,54,L13,164,1,11140,L7,1695,2,7156,1777
72349,2,54,L13,166,1,12471,L7,1695,2,8637,3042
72349,2,54,L13,168,1,12956,L7,1695,2,9038,2456
72349,2,54,L13,145,1,13765,L7,1695,2,9493,1850
72349,2,54,L13,169,1,14320,L7,1695,2,10228,1756
72349,2,54,L13,171,1,15343,L7,1695,2,11199,1954
72349,2,183,L27,187,1,1136,L9,1694,1,14427,1451
72349,2,183,L5,187,1,1136,L9,1694,1,14427,1451
72349,2,183,L27,187,1,1136,L9,1695,1,15479,1841
72349,2,183,L5,187,1,1136,L9,1695,1,15479,1841
72349,2,397,L21,57,1,1956,L9,1694,1,11434,1301
72349,2,397,L21,398,1,1956,L9,1694,1,12428,1466
72349,2,397,L21,57,1,1956,L9,1695,1,12486,1691
72349,2,397,L21,398,1,1956,L9,1695,1,13480,1856
72349,2,460,L43,18,1,1034,L9,1694,1,6278,1627
72349,2,460,L43,18,1,1034,L9,1695,1,7330,2017
72618,2,51,L10,32,2,11252,L2,342,1,1201,1287
72618,2,51,L6,32,2,10427,L2,342,1,1433,1054
72618,2,51,L10,32,2,11252,L2,343,1,1422,1133
72618,2,51,L6,32,2,10427,L2,343,1,1654,900
72618,2,51,L10,32,2,11252,L2,344,1,1726,1354
72618,2,51,L6,32,2,10427,L2,344,1,1958,1121
72618,2,51,L10,32,2,11252,L2,345,1,2080,1659
72618,2,51,L6,32,2,10427,L2,345,1,2312,1426
72618,2,51,L9,1692,1,14158,L2,345,1,658,1826
72618,2,51,L10,32,2,11252,L2,346,1,2915,2013
72618,2,51,L6,32,2,10427,L2,346,1,3147,1780
72618,2,51,L9,1692,1,14158,L2,346,1,1493,2180
72618,2,51,L9,1691,1,13475,L2,353,2,823,1969
72618,2,51,L9,1691,1,13475,L2,354,2,1052,1615
72618,2,51,L9,1691,1,13475,L2,355,2,1127,1386
72618,2,51,L9,1692,1,14158,L2,355,2,304,1293
72618,2,51,L9,1691,1,13475,L2,356,2,1348,1310
