bl1,bl2,bs1,bs2,dir1,dir2,condist
L1,L10,1,1,1,1,0
L1,L10,5,34,1,1,296
L1,L10,18,18,1,1,0
L1,L10,1,1,1,2,0
L1,L10,2,32,1,2,6
L1,L10,5,65,1,2,360
L1,L10,18,66,1,2,141
L1,L10,18,18,2,1,0
L1,L10,29,34,2,1,389
L1,L10,18,66,2,2,141
L1,L10,31,31,2,2,0
L1,L11,2,2,1,1,0
L1,L11,3,33,1,1,318
L1,L11,18,18,1,1,0
L1,L11,2,32,1,2,6
L1,L11,2,32,1,2,6
L1,L11,18,66,1,2,141
L1,L11,18,18,2,1,0
L1,L11,31,33,2,1,217
L1,L11,18,66,2,2,141
L1,L11,31,31,2,2,0
L1,L12,2,32,1,1,6
L1,L12,2,32,1,1,6
L1,L12,13,13,1,1,0
L1,L12,2,2,1,2,0
L1,L12,3,33,1,2,318
L1,L12,13,22,1,2,36
L1,L12,18,66,2,1,141
L1,L12,22,13,2,1,36
L1,L12,31,31,2,1,0
L1,L12,18,18,2,2,0
L1,L12,22,22,2,2,0
L1,L12,31,33,2,2,217
L1,L13,5,65,1,1,360
L1,L13,13,22,1,1,36
L1,L13,5,34,1,2,296
L1,L13,13,13,1,2,0
L1,L13,18,18,2,1,0
L1,L13,22,22,2,1,0
L1,L13,18,180,2,2,174
L1,L13,22,13,2,2,36
L1,L13,29,34,2,2,389
L1,L14,1,1,1,1,0
L1,L14,5,34,1,1,296
L1,L14,18,18,1,1,0
L1,L14,1,1,1,2,0
L1,L14,2,32,1,2,6
L1,L14,5,65,1,2,360
L1,L14,18,66,1,2,141
L1,L14,18,18,2,1,0
L1,L14,29,34,2,1,389
L1,L14,18,66,2,2,141
L1,L14,31,31,2,2,0
L1,L15,1,215,1,1,45
L1,L15,3,3,1,1,0
L1,L15,13,22,1,1,36
L1,L15,2,32,1,2,6
L1,L15,2,32,1,2,6
L1,L15,11,221,1,2,251
L1,L15,13,13,1,2,0
L1,L15,18,18,2,1,0
L1,L15,23,23,2,1,0
L1,L15,31,3,2,1,148
L1,L15,18,66,2,2,141
L1,L15,22,13,2,2,36
L1,L15,31,31,2,2,0
L1,L16,1,1,1,1,0
L1,L16,6,6,1,1,0
L1,L16,18,18,1,1,0
L1,L16,1,1,1,2,0
L1,L16,2,32,1,2,6
L1,L16,6,28,1,2,84
L1,L16,6,28,1,2,84
L1,L16,18,66,1,2,141
L1,L16,18,18,2,1,0
L1,L16,28,6,2,1,84
L1,L16,18,66,2,2,141
L1,L16,27,27,2,2,0
L1,L17,2,2,1,1,0
L1,L17,3,33,1,1,318
L1,L17,18,18,1,1,0
L1,L17,2,32,1,2,6
L1,L17,2,32,1,2,6
L1,L17,18,66,1,2,141
L1,L17,18,18,2,1,0
L1,L17,31,33,2,1,217
L1,L17,18,66,2,2,141
L1,L17,31,31,2,2,0
L1,L18,5,65,1,1,360
L1,L18,18,18,1,1,0
L1,L18,5,34,1,2,296
L1,L18,18,180,1,2,174
L1,L18,18,18,2,1,0
L1,L18,18,180,2,2,174
L1,L18,29,34,2,2,389
L1,L2,1,1,1,1,0
L1,L2,1,1,1,1,0
L1,L2,1,1,1,2,0
L1,L2,2,362,1,2,187
L1,L2,1,1,2,1,0
L1,L2,32,32,2,2,0
L1,L22,5,34,1,1,296
L1,L22,18,180,1,1,174
L1,L22,5,65,1,2,360
L1,L22,18,180,1,2,174
L1,L22,18,180,2,1,174
L1,L22,29,34,2,1,389
L1,L22,18,180,2,2,174
L1,L23,5,5,1,1,0
L1,L23,6,6,1,1,0
L1,L23,18,180,1,1,174
L1,L23,6,28,1,2,84
L1,L23,6,28,1,2,84
L1,L23,18,180,1,2,174
L1,L23,18,180,2,1,174
L1,L23,28,6,2,1,84
L1,L23,28,6,2,1,84
L1,L23,18,180,2,2,174
L1,L23,27,27,2,2,0
L1,L23,29,29,2,2,0
L1,L24,1,506,1,1,340
L1,L24,1,506,1,2,340
L1,L24,1,506,2,1,340
L1,L24,1,506,2,2,340
L1,L25,1,506,1,1,340
L1,L25,1,506,1,2,340
L1,L25,1,506,2,1,340
L1,L25,1,506,2,2,340
L1,L26,17,619,1,1,68
L1,L26,17,619,1,2,68
L1,L26,18,619,2,1,200
L1,L26,18,619,2,2,200
L1,L261,17,619,1,1,68
L1,L261,17,619,1,2,68
L1,L261,18,619,2,1,200
L1,L261,18,619,2,2,200
L1,L262,17,619,1,1,68
L1,L262,17,619,1,2,68
L1,L262,18,619,2,1,200
L1,L262,18,619,2,2,200
L1,L27,5,34,1,1,296
L1,L27,18,180,1,1,174
L1,L27,5,65,1,2,360
L1,L27,18,180,1,2,174
L1,L27,18,180,2,1,174
L1,L27,29,34,2,1,389
L1,L27,18,180,2,2,174
L1,L28,18,771,1,1,69
L1,L28,18,771,1,2,69
L1,L28,18,771,2,1,69
L1,L28,18,771,2,2,69
L1,L3,1,1,1,1,0
L1,L3,6,6,1,1,0
L1,L3,18,18,1,1,0
L1,L3,1,1,1,2,0
L1,L3,2,32,1,2,6
L1,L3,6,28,1,2,84
L1,L3,6,28,1,2,84
L1,L3,18,66,1,2,141
L1,L3,18,18,2,1,0
L1,L3,27,948,2,1,74
L1,L3,18,66,2,2,141
L1,L3,28,28,2,2,0
L1,L30,7,989,1,1,323
L1,L30,7,996,1,2,315
L1,L30,27,990,2,1,341
L1,L30,27,990,2,2,341
L1,L33,1,506,1,1,340
L1,L33,1,506,1,2,340
L1,L33,1,506,2,1,340
L1,L33,1,506,2,2,340
L1,L35,1,506,1,1,340
L1,L35,1,506,1,2,340
L1,L35,1,506,2,1,340
L1,L35,1,506,2,2,340
L1,L36,17,619,1,1,68
L1,L36,18,619,1,2,200
L1,L36,18,619,2,1,200
L1,L36,18,619,2,2,200
L1,L38,13,22,1,1,36
L1,L38,12,12,1,2,0
L1,L38,18,18,2,1,0
L1,L38,23,23,2,1,0
L1,L38,18,18,2,2,0
L1,L38,22,13,2,2,36
L1,L4,1,1,1,1,0
L1,L4,3,33,1,1,318
L1,L4,18,18,1,1,0
L1,L4,1,1,1,2,0
L1,L4,2,32,1,2,6
L1,L4,18,66,1,2,141
L1,L4,18,18,2,1,0
L1,L4,31,33,2,1,217
L1,L4,18,66,2,2,141
L1,L4,31,31,2,2,0
L1,L43,5,34,1,1,296
L1,L43,18,18,1,1,0
L1,L43,5,65,1,2,360
L1,L43,18,18,1,2,0
L1,L43,18,18,2,1,0
L1,L43,29,34,2,1,389
L1,L43,18,18,2,2,0
L1,L44,13,22,1,1,36
L1,L44,12,12,1,2,0
L1,L44,14,14,1,2,0
L1,L44,17,17,1,2,0
L1,L44,19,19,2,1,0
L1,L44,23,23,2,1,0
L1,L44,18,17,2,2,229
L1,L44,22,13,2,2,36
L1,L44,22,13,2,2,36
L1,L441,13,1576,1,1,19
L1,L441,12,1627,1,2,0
L1,L441,19,19,2,1,0
L1,L441,23,1577,2,1,0
L1,L441,19,1630,2,2,181
L1,L441,22,1628,2,2,30
L1,L45,1,506,1,1,340
L1,L45,1,506,1,2,340
L1,L45,1,506,2,1,340
L1,L45,1,506,2,2,340
L1,L5,1,1,1,1,0
L1,L5,5,34,1,1,296
L1,L5,18,18,1,1,0
L1,L5,1,1,1,2,0
L1,L5,2,32,1,2,6
L1,L5,5,65,1,2,360
L1,L5,18,66,1,2,141
L1,L5,18,18,2,1,0
L1,L5,29,34,2,1,389
L1,L5,18,66,2,2,141
L1,L5,31,31,2,2,0
L1,L6,2,2,1,1,0
L1,L6,7,7,1,1,0
L1,L6,18,18,1,1,0
L1,L6,2,32,1,2,6
L1,L6,2,32,1,2,6
L1,L6,6,28,1,2,84
L1,L6,6,28,1,2,84
L1,L6,18,66,1,2,141
L1,L6,18,18,2,1,0
L1,L6,28,6,2,1,84
L1,L6,18,66,2,2,141
L1,L6,28,28,2,2,0
L1,L66,1,1,1,1,0
L1,L66,5,34,1,1,296
L1,L66,18,18,1,1,0
L1,L66,1,1,1,2,0
L1,L66,2,32,1,2,6
L1,L66,5,65,1,2,360
L1,L66,18,66,1,2,141
L1,L66,18,18,2,1,0
L1,L66,29,34,2,1,389
L1,L66,18,66,2,2,141
L1,L66,31,31,2,2,0
L1,L9,5,65,1,1,360
L1,L9,18,18,1,1,0
L1,L9,5,34,1,2,296
L1,L9,18,180,1,2,174
L1,L9,18,18,2,1,0
L1,L9,18,180,2,2,174
L1,L9,29,34,2,2,389
L1,251,1,506,1,1,340
L1,251,1,506,1,2,340
L1,251,1,506,2,1,340
L1,251,1,506,2,2,340
L10,L11,2,2,1,1,0
L10,L11,18,18,1,1,0
L10,L11,2,32,1,2,6
L10,L11,18,66,1,2,141
L10,L11,66,18,2,1,141
L10,L11,66,66,2,2,0
L10,L12,2,32,1,1,6
L10,L12,18,66,1,1,141
L10,L12,2,2,1,2,0
L10,L12,18,18,1,2,0
L10,L12,66,66,2,1,0
L10,L12,66,18,2,2,141
L10,L13,18,18,1,1,0
L10,L13,34,34,1,2,0
L10,L13,50,50,2,1,0
L10,L13,65,65,2,1,0
L10,L13,51,48,2,2,11
L10,L13,65,34,2,2,102
L10,L14,1,1,1,1,0
L10,L14,39,39,1,1,0
L10,L14,1,1,1,2,0
L10,L14,39,60,1,2,19
L10,L14,60,39,2,1,19
L10,L14,60,60,2,2,0
L10,L15,1,215,1,1,45
L10,L15,18,18,1,1,0
L10,L15,2,32,1,2,6
L10,L15,18,66,1,2,141
L10,L15,66,18,2,1,141
L10,L15,66,66,2,2,0
L10,L16,1,1,1,1,0
L10,L16,18,18,1,1,0
L10,L16,1,1,1,2,0
L10,L16,18,66,1,2,141
L10,L16,66,18,2,1,141
L10,L16,66,66,2,2,0
L10,L17,2,2,1,1,0
L10,L17,18,18,1,1,0
L10,L17,2,32,1,2,6
L10,L17,18,66,1,2,141
L10,L17,66,18,2,1,141
L10,L17,66,66,2,2,0
L10,L18,18,18,1,1,0
L10,L18,35,310,1,1,201
L10,L18,34,34,1,2,0
L10,L18,35,323,1,2,223
L10,L18,64,310,2,1,234
L10,L18,65,65,2,1,0
L10,L18,64,35,2,2,83
L10,L18,65,34,2,2,102
L10,L2,1,1,1,1,0
L10,L2,1,1,1,1,0
L10,L2,1,1,1,2,0
L10,L2,2,362,1,2,187
L10,L2,1,1,2,1,0
L10,L2,32,32,2,2,0
L10,L21,42,57,1,1,0
L10,L21,43,56,1,1,0
L10,L21,42,42,1,2,0
L10,L21,44,44,1,2,0
L10,L21,55,55,2,1,0
L10,L21,57,57,2,1,0
L10,L21,56,43,2,2,0
L10,L21,57,42,2,2,0
L10,L22,34,34,1,1,0
L10,L22,41,406,1,1,122
L10,L22,34,65,1,2,102
L10,L22,40,59,1,2,97
L10,L22,58,406,2,1,122
L10,L22,65,34,2,1,102
L10,L22,59,59,2,2,0
L10,L22,65,65,2,2,0
L10,L23,18,180,1,1,174
L10,L23,18,180,1,1,174
L10,L23,18,180,1,2,174
L10,L23,18,180,1,2,174
L10,L23,66,180,2,1,203
L10,L23,66,180,2,1,203
L10,L23,66,180,2,2,203
L10,L24,1,506,1,1,340
L10,L24,1,506,1,2,340
L10,L24,1,506,2,1,340
L10,L24,1,506,2,2,340
L10,L25,1,506,1,1,340
L10,L25,1,506,1,2,340
L10,L25,1,506,2,1,340
L10,L25,1,506,2,2,340
L10,L26,18,619,1,1,200
L10,L26,18,619,1,2,200
L10,L26,66,619,2,1,333
L10,L26,66,619,2,2,333
L10,L261,18,619,1,1,200
L10,L261,18,619,1,2,200
L10,L261,66,619,2,1,333
L10,L261,66,619,2,2,333
L10,L262,18,619,1,1,200
L10,L262,18,619,1,2,200
L10,L262,66,619,2,1,333
L10,L262,66,619,2,2,333
L10,L27,34,34,1,1,0
L10,L27,41,406,1,1,122
L10,L27,47,741,1,1,368
L10,L27,47,741,1,1,368
L10,L27,34,65,1,2,102
L10,L27,40,59,1,2,97
L10,L27,47,767,1,2,368
L10,L27,47,767,1,2,368
L10,L27,52,741,2,1,89
L10,L27,52,187,2,1,298
L10,L27,58,406,2,1,122
L10,L27,65,34,2,1,102
L10,L27,52,767,2,2,89
L10,L27,52,768,2,2,330
L10,L27,59,59,2,2,0
L10,L27,65,65,2,2,0
L10,L28,18,771,1,1,69
L10,L28,18,771,1,2,69
L10,L28,66,771,2,1,207
L10,L28,66,771,2,2,207
L10,L3,1,1,1,1,0
L10,L3,18,18,1,1,0
L10,L3,1,1,1,2,0
L10,L3,18,66,1,2,141
L10,L3,66,18,2,1,141
L10,L3,66,66,2,2,0
L10,L30,36,991,1,1,260
L10,L30,37,37,1,1,0
L10,L30,36,991,1,2,260
L10,L30,37,62,1,2,16
L10,L30,62,37,2,1,16
L10,L30,63,991,2,1,258
L10,L30,62,62,2,2,0
L10,L30,63,991,2,2,258
L10,L33,1,506,1,1,340
L10,L33,1,506,1,2,340
L10,L33,1,506,2,1,340
L10,L33,1,506,2,2,340
L10,L35,1,506,1,1,340
L10,L35,1,506,1,2,340
L10,L35,1,506,2,1,340
L10,L35,1,506,2,2,340
L10,L36,18,619,1,1,200
L10,L36,18,619,1,2,200
L10,L36,66,619,2,1,333
L10,L36,66,619,2,2,333
L10,L38,18,18,1,1,0
L10,L38,18,18,1,2,0
L10,L38,66,18,2,1,141
L10,L38,66,18,2,2,141
L10,L4,1,1,1,1,0
L10,L4,18,18,1,1,0
L10,L4,1,1,1,2,0
L10,L4,18,66,1,2,141
L10,L4,66,18,2,1,141
L10,L4,66,66,2,2,0
L10,L43,18,18,1,1,0
L10,L43,41,406,1,1,122
L10,L43,18,18,1,2,0
L10,L43,40,59,1,2,97
L10,L43,58,406,2,1,122
L10,L43,65,34,2,1,102
L10,L43,59,59,2,2,0
L10,L43,65,65,2,2,0
L10,L44,18,1508,1,1,250
L10,L44,18,17,1,2,229
L10,L44,66,1508,2,1,367
L10,L44,66,17,2,2,345
L10,L441,18,1508,1,1,250
L10,L441,18,17,1,2,229
L10,L441,66,1508,2,1,367
L10,L441,66,17,2,2,345
L10,L45,1,506,1,1,340
L10,L45,1,506,1,2,340
L10,L45,1,506,2,1,340
L10,L45,1,506,2,2,340
L10,L5,1,1,1,1,0
L10,L5,41,406,1,1,122
L10,L5,47,741,1,1,368
L10,L5,47,741,1,1,368
L10,L5,1,1,1,2,0
L10,L5,40,59,1,2,97
L10,L5,47,767,1,2,368
L10,L5,47,767,1,2,368
L10,L5,52,741,2,1,89
L10,L5,52,187,2,1,298
L10,L5,58,406,2,1,122
L10,L5,52,767,2,2,89
L10,L5,52,768,2,2,330
L10,L5,59,59,2,2,0
L10,L6,2,2,1,1,0
L10,L6,18,18,1,1,0
L10,L6,44,1649,1,1,385
L10,L6,46,1651,1,1,206
L10,L6,2,32,1,2,6
L10,L6,18,66,1,2,141
L10,L6,44,1654,1,2,385
L10,L6,46,1652,1,2,206
L10,L6,51,48,2,1,11
L10,L6,52,188,2,1,9
L10,L6,66,18,2,1,141
L10,L6,50,50,2,2,0
L10,L6,52,52,2,2,0
L10,L6,66,66,2,2,0
L10,L66,1,1,1,1,0
L10,L66,40,40,1,1,0
L10,L66,1,1,1,2,0
L10,L66,40,59,1,2,97
L10,L66,59,40,2,1,97
L10,L66,59,59,2,2,0
L10,L9,18,18,1,1,0
L10,L9,41,58,1,1,0
L10,L9,44,1654,1,1,385
L10,L9,46,1652,1,1,206
L10,L9,34,34,1,2,0
L10,L9,41,41,1,2,0
L10,L9,44,1649,1,2,385
L10,L9,46,1651,1,2,206
L10,L9,50,50,2,1,0
L10,L9,52,52,2,1,0
L10,L9,58,58,2,1,0
L10,L9,65,65,2,1,0
L10,L9,51,48,2,2,11
L10,L9,52,188,2,2,9
L10,L9,58,41,2,2,0
L10,L9,65,34,2,2,102
L10,251,1,506,1,1,340
L10,251,1,506,1,2,340
L10,251,1,506,2,1,340
L10,251,1,506,2,2,340
L11,L12,80,89,1,1,19
L11,L12,79,79,1,2,0
L11,L12,66,66,2,1,0
L11,L12,90,90,2,1,0
L11,L12,66,18,2,2,141
L11,L12,89,80,2,2,19
L11,L13,18,18,1,1,0
L11,L13,18,180,1,2,174
L11,L13,66,18,2,1,141
L11,L13,66,180,2,2,203
L11,L14,3,3,1,1,0
L11,L14,2,32,1,2,6
L11,L14,66,18,2,1,141
L11,L14,31,3,2,1,148
L11,L14,66,66,2,2,0
L11,L14,32,32,2,2,0
L11,L15,3,3,1,1,0
L11,L15,2,32,1,2,6
L11,L15,66,18,2,1,141
L11,L15,31,3,2,1,148
L11,L15,66,66,2,2,0
L11,L15,32,32,2,2,0
L11,L16,2,2,1,1,0
L11,L16,2,32,1,2,6
L11,L16,66,18,2,1,141
L11,L16,32,2,2,1,6
L11,L16,66,66,2,2,0
L11,L16,32,32,2,2,0
L11,L17,2,2,1,1,0
L11,L17,2,32,1,2,6
L11,L17,66,18,2,1,141
L11,L17,32,2,2,1,6
L11,L17,66,66,2,2,0
L11,L17,32,32,2,2,0
L11,L18,71,303,1,1,135
L11,L18,71,303,1,1,135
L11,L18,76,76,1,1,0
L11,L18,77,77,1,1,0
L11,L18,79,79,1,1,0
L11,L18,83,83,1,1,0
L11,L18,18,18,1,1,0
L11,L18,72,330,1,2,92
L11,L18,72,330,1,2,92
L11,L18,77,92,1,2,0
L11,L18,77,92,1,2,0
L11,L18,80,89,1,2,19
L11,L18,82,87,1,2,14
L11,L18,18,180,1,2,174
L11,L18,66,18,2,1,141
L11,L18,87,82,2,1,14
L11,L18,89,80,2,1,19
L11,L18,92,77,2,1,0
L11,L18,94,76,2,1,16
L11,L18,98,303,2,1,129
L11,L18,98,303,2,1,129
L11,L18,66,180,2,2,203
L11,L18,86,86,2,2,0
L11,L18,90,90,2,2,0
L11,L18,92,92,2,2,0
L11,L18,93,93,2,2,0
L11,L18,97,330,2,2,108
L11,L18,97,330,2,2,108
L11,L2,2,338,1,1,212
L11,L2,2,338,1,1,212
L11,L2,2,32,1,2,6
L11,L2,2,362,1,2,187
L11,L2,32,338,2,1,216
L11,L2,32,32,2,2,0
L11,L20,72,330,1,1,92
L11,L20,72,330,1,1,92
L11,L20,77,92,1,1,0
L11,L20,77,92,1,1,0
L11,L20,80,89,1,1,19
L11,L20,83,86,1,1,100
L11,L20,71,303,1,2,135
L11,L20,71,303,1,2,135
L11,L20,76,76,1,2,0
L11,L20,77,77,1,2,0
L11,L20,79,79,1,2,0
L11,L20,84,84,1,2,0
L11,L20,85,85,2,1,0
L11,L20,90,90,2,1,0
L11,L20,92,92,2,1,0
L11,L20,93,93,2,1,0
L11,L20,97,330,2,1,108
L11,L20,97,330,2,1,108
L11,L20,86,83,2,2,100
L11,L20,89,80,2,2,19
L11,L20,92,77,2,2,0
L11,L20,94,76,2,2,16
L11,L20,98,303,2,2,129
L11,L20,98,303,2,2,129
L11,L21,72,330,1,1,92
L11,L21,72,330,1,1,92
L11,L21,77,92,1,1,0
L11,L21,77,92,1,1,0
L11,L21,79,90,1,1,31
L11,L21,71,303,1,2,135
L11,L21,71,303,1,2,135
L11,L21,76,76,1,2,0
L11,L21,77,77,1,2,0
L11,L21,79,79,1,2,0
L11,L21,79,79,1,2,0
L11,L21,90,90,2,1,0
L11,L21,92,92,2,1,0
L11,L21,93,93,2,1,0
L11,L21,97,330,2,1,108
L11,L21,97,330,2,1,108
L11,L21,90,79,2,2,31
L11,L21,90,79,2,2,31
L11,L21,92,77,2,2,0
L11,L21,94,76,2,2,16
L11,L21,98,303,2,2,129
L11,L21,98,303,2,2,129
L11,L22,18,180,1,1,174
L11,L22,18,180,1,2,174
L11,L22,66,180,2,1,203
L11,L22,66,180,2,2,203
L11,L23,18,180,1,1,174
L11,L23,18,180,1,2,174
L11,L23,66,180,2,1,203
L11,L23,66,180,2,2,203
L11,L26,18,619,1,1,200
L11,L26,18,619,1,2,200
L11,L26,66,619,2,1,333
L11,L26,66,619,2,2,333
L11,L261,18,619,1,1,200
L11,L261,18,619,1,2,200
L11,L261,66,619,2,1,333
L11,L261,66,619,2,2,333
L11,L262,18,619,1,1,200
L11,L262,18,619,1,2,200
L11,L262,66,619,2,1,333
L11,L262,66,619,2,2,333
L11,L27,18,180,1,1,174
L11,L27,18,180,1,2,174
L11,L27,66,180,2,1,203
L11,L27,66,180,2,2,203
L11,L28,18,771,1,1,69
L11,L28,18,771,1,2,69
L11,L28,66,771,2,1,207
L11,L28,66,771,2,2,207
L11,L3,2,2,1,1,0
L11,L3,2,32,1,2,6
L11,L3,66,18,2,1,141
L11,L3,32,2,2,1,6
L11,L3,66,66,2,2,0
L11,L3,32,32,2,2,0
L11,L33,80,89,1,1,19
L11,L33,80,89,1,1,19
L11,L33,79,79,1,2,0
L11,L33,81,81,1,2,0
L11,L33,88,88,2,1,0
L11,L33,90,90,2,1,0
L11,L33,89,80,2,2,19
L11,L33,89,80,2,2,19
L11,L36,18,619,1,1,200
L11,L36,18,619,1,2,200
L11,L36,66,619,2,1,333
L11,L36,66,619,2,2,333
L11,L38,18,18,1,1,0
L11,L38,18,18,1,2,0
L11,L38,66,18,2,1,141
L11,L38,66,18,2,2,141
L11,L4,2,2,1,1,0
L11,L4,2,32,1,2,6
L11,L4,66,18,2,1,141
L11,L4,32,2,2,1,6
L11,L4,66,66,2,2,0
L11,L4,32,32,2,2,0
L11,L43,18,18,1,1,0
L11,L43,18,18,1,2,0
L11,L43,66,18,2,1,141
L11,L43,66,18,2,2,141
L11,L44,18,1508,1,1,250
L11,L44,18,17,1,2,229
L11,L44,66,1508,2,1,367
L11,L44,66,17,2,2,345
L11,L441,18,1508,1,1,250
L11,L441,18,17,1,2,229
L11,L441,66,1508,2,1,367
L11,L441,66,17,2,2,345
L11,L5,2,2,1,1,0
L11,L5,2,32,1,2,6
L11,L5,66,18,2,1,141
L11,L5,32,2,2,1,6
L11,L5,66,66,2,2,0
L11,L5,32,32,2,2,0
L11,L6,2,2,1,1,0
L11,L6,2,32,1,2,6
L11,L6,66,18,2,1,141
L11,L6,32,2,2,1,6
L11,L6,66,66,2,2,0
L11,L6,32,32,2,2,0
L11,L66,2,2,1,1,0
L11,L66,2,32,1,2,6
L11,L66,66,18,2,1,141
L11,L66,32,2,2,1,6
L11,L66,66,66,2,2,0
L11,L66,32,32,2,2,0
L11,L9,18,18,1,1,0
L11,L9,18,180,1,2,174
L11,L9,66,18,2,1,141
L11,L9,66,180,2,2,203
L12,L13,103,153,1,1,65
L12,L13,111,144,1,1,12
L12,L13,117,138,1,1,0
L12,L13,66,18,1,1,141
L12,L13,103,103,1,2,0
L12,L13,111,111,1,2,0
L12,L13,116,116,1,2,0
L12,L13,17,180,1,2,197
L12,L13,18,18,2,1,0
L12,L13,139,139,2,1,0
L12,L13,144,144,2,1,0
L12,L13,18,180,2,2,174
L12,L13,138,117,2,2,0
L12,L13,144,111,2,2,12
L12,L14,66,18,1,1,141
L12,L14,31,3,1,1,148
L12,L14,66,66,1,2,0
L12,L14,32,32,1,2,0
L12,L14,3,3,2,1,0
L12,L14,18,18,2,1,0
L12,L14,2,32,2,2,6
L12,L14,18,66,2,2,141
L12,L15,13,22,1,1,36
L12,L15,31,3,1,1,148
L12,L15,13,13,1,2,0
L12,L15,32,32,1,2,0
L12,L15,3,3,2,1,0
L12,L15,22,22,2,1,0
L12,L15,2,32,2,2,6
L12,L15,22,13,2,2,36
L12,L16,66,18,1,1,141
L12,L16,32,2,1,1,6
L12,L16,66,66,1,2,0
L12,L16,32,32,1,2,0
L12,L16,2,2,2,1,0
L12,L16,18,18,2,1,0
L12,L16,2,32,2,2,6
L12,L16,18,66,2,2,141
L12,L17,66,18,1,1,141
L12,L17,32,2,1,1,6
L12,L17,66,66,1,2,0
L12,L17,32,32,1,2,0
L12,L17,2,2,2,1,0
L12,L17,18,18,2,1,0
L12,L17,2,32,2,2,6
L12,L17,18,66,2,2,141
L12,L18,103,153,1,1,65
L12,L18,111,144,1,1,12
L12,L18,66,18,1,1,141
L12,L18,66,18,1,1,141
L12,L18,87,82,1,1,14
L12,L18,89,80,1,1,19
L12,L18,103,103,1,2,0
L12,L18,111,111,1,2,0
L12,L18,66,180,1,2,203
L12,L18,17,180,1,2,197
L12,L18,86,86,1,2,0
L12,L18,90,90,1,2,0
L12,L18,79,79,2,1,0
L12,L18,83,83,2,1,0
L12,L18,18,18,2,1,0
L12,L18,144,144,2,1,0
L12,L18,80,89,2,2,19
L12,L18,82,87,2,2,14
L12,L18,18,180,2,2,174
L12,L18,144,111,2,2,12
L12,L2,32,338,1,1,216
L12,L2,32,32,1,2,0
L12,L2,2,338,2,1,212
L12,L2,2,338,2,1,212
L12,L2,2,32,2,2,6
L12,L2,2,362,2,2,187
L12,L20,85,85,1,1,0
L12,L20,90,90,1,1,0
L12,L20,86,83,1,2,100
L12,L20,89,80,1,2,19
L12,L20,80,89,2,1,19
L12,L20,83,86,2,1,100
L12,L20,79,79,2,2,0
L12,L20,84,84,2,2,0
L12,L21,90,90,1,1,0
L12,L21,90,79,1,2,31
L12,L21,90,79,1,2,31
L12,L21,79,90,2,1,31
L12,L21,79,79,2,2,0
L12,L21,79,79,2,2,0
L12,L22,17,180,1,1,197
L12,L22,17,180,1,1,197
L12,L22,17,180,1,2,197
L12,L22,17,180,1,2,197
L12,L22,18,180,2,1,174
L12,L22,18,180,2,2,174
L12,L23,17,180,1,1,197
L12,L23,17,180,1,1,197
L12,L23,17,180,1,2,197
L12,L23,17,180,1,2,197
L12,L23,18,180,2,1,174
L12,L23,18,180,2,2,174
L12,L26,17,619,1,1,68
L12,L26,17,619,1,1,68
L12,L26,17,619,1,2,68
L12,L26,17,619,1,2,68
L12,L26,18,619,2,1,200
L12,L26,18,619,2,2,200
L12,L261,17,619,1,1,68
L12,L261,17,619,1,1,68
L12,L261,17,619,1,2,68
L12,L261,17,619,1,2,68
L12,L261,18,619,2,1,200
L12,L261,18,619,2,2,200
L12,L262,17,619,1,1,68
L12,L262,17,619,1,1,68
L12,L262,17,619,1,2,68
L12,L262,17,619,1,2,68
L12,L262,18,619,2,1,200
L12,L262,18,619,2,2,200
L12,L27,17,180,1,1,197
L12,L27,17,180,1,1,197
L12,L27,17,180,1,2,197
L12,L27,17,180,1,2,197
L12,L27,18,180,2,1,174
L12,L27,18,180,2,2,174
L12,L28,17,771,1,1,167
L12,L28,17,771,1,1,167
L12,L28,17,771,1,2,167
L12,L28,17,771,1,2,167
L12,L28,18,771,2,1,69
L12,L28,18,771,2,2,69
L12,L3,66,18,1,1,141
L12,L3,32,2,1,1,6
L12,L3,66,66,1,2,0
L12,L3,32,32,1,2,0
L12,L3,2,2,2,1,0
L12,L3,18,18,2,1,0
L12,L3,2,32,2,2,6
L12,L3,18,66,2,2,141
L12,L33,88,88,1,1,0
L12,L33,90,90,1,1,0
L12,L33,89,80,1,2,19
L12,L33,89,80,1,2,19
L12,L33,80,89,2,1,19
L12,L33,80,89,2,1,19
L12,L33,79,79,2,2,0
L12,L33,81,81,2,2,0
L12,L36,111,144,1,1,12
L12,L36,111,144,1,1,12
L12,L36,17,619,1,1,68
L12,L36,17,619,1,1,68
L12,L36,111,111,1,2,0
L12,L36,111,111,1,2,0
L12,L36,17,322,1,2,309
L12,L36,17,619,1,2,68
L12,L36,18,619,2,1,200
L12,L36,144,144,2,1,0
L12,L36,144,144,2,1,0
L12,L36,18,619,2,2,200
L12,L36,144,111,2,2,12
L12,L36,144,111,2,2,12
L12,L38,110,1160,1,1,91
L12,L38,113,1182,1,1,200
L12,L38,13,22,1,1,36
L12,L38,66,18,1,1,141
L12,L38,110,1268,1,2,100
L12,L38,112,1269,1,2,38
L12,L38,13,13,1,2,0
L12,L38,17,17,1,2,0
L12,L38,18,18,2,1,0
L12,L38,22,22,2,1,0
L12,L38,142,1182,2,1,200
L12,L38,145,1160,2,1,143
L12,L38,18,18,2,2,0
L12,L38,22,13,2,2,36
L12,L38,143,1269,2,2,86
